Verification_ID,Agent_ID,Payment_Amount
VER-006352,AGT-039,15.5
VER-006607,AGT-046,15.5
VER-001616,AGT-046,15.5
VER-006560,AGT-012,15.5
VER-000439,AGT-008,15.5
VER-004422,AGT-029,15.5
VER-002084,AGT-034,15.5
VER-008743,AGT-031,15.5
VER-009648,AGT-028,15.5
VER-005688,AGT-015,15.5
VER-005808,AGT-050,15.5
VER-005441,AGT-008,15.5
VER-007546,AGT-033,15.5
VER-004329,AGT-043,15.5
VER-002546,AGT-023,15.5
VER-008560,AGT-029,15.5
VER-008750,AGT-026,15.5
VER-009972,AGT-015,15.5
VER-001919,AGT-003,15.5
VER-008746,AGT-009,15.5
VER-006324,AGT-042,15.5
VER-008205,AGT-009,15.5
VER-007938,AGT-005,15.5
VER-009023,AGT-013,15.5
VER-002055,AGT-028,15.5
VER-008103,AGT-026,15.5
VER-009677,AGT-004,15.5
VER-002363,AGT-048,15.5
VER-002226,AGT-026,15.5
VER-004460,AGT-045,15.5
VER-001127,AGT-023,15.5
VER-004152,AGT-028,15.5
VER-009994,AGT-025,15.5
VER-004454,AGT-041,15.5
VER-007655,AGT-043,15.5
VER-002445,AGT-017,15.5
VER-005744,AGT-043,15.5
VER-001323,AGT-003,15.5
VER-001604,AGT-002,15.5
VER-006118,AGT-022,15.5
VER-008208,AGT-031,15.5
VER-004890,AGT-025,15.5
VER-006822,AGT-017,15.5
VER-005637,AGT-046,15.5
VER-005545,AGT-026,15.5
VER-006800,AGT-007,15.5
VER-009815,AGT-047,15.5
VER-007069,AGT-002,15.5
VER-001508,AGT-003,15.5
VER-007329,AGT-046,15.5
VER-001560,AGT-007,15.5
VER-006928,AGT-026,15.5
VER-007856,AGT-010,15.5
VER-003048,AGT-027,15.5
VER-008574,AGT-031,15.5
VER-001837,AGT-047,15.5
VER-004348,AGT-012,15.5
VER-006995,AGT-040,15.5
VER-000982,AGT-036,15.5
VER-008799,AGT-003,15.5
VER-001355,AGT-032,15.5
VER-000046,AGT-025,15.5
VER-002543,AGT-016,15.5
VER-007300,AGT-004,15.5
VER-000749,AGT-027,15.5
VER-009154,AGT-035,15.5
VER-005509,AGT-038,15.5
VER-006088,AGT-019,15.5
VER-004565,AGT-042,15.5
VER-005981,AGT-036,15.5
VER-007666,AGT-024,15.5
VER-000536,AGT-043,15.5
VER-006741,AGT-006,15.5
VER-005749,AGT-041,15.5
VER-008961,AGT-016,15.5
VER-002252,AGT-041,15.5
VER-003722,AGT-047,15.5
VER-003146,AGT-007,15.5
VER-008631,AGT-039,15.5
VER-009754,AGT-029,15.5
VER-008884,AGT-016,15.5
VER-009739,AGT-018,15.5
VER-006206,AGT-023,15.5
VER-009573,AGT-014,15.5
VER-009165,AGT-041,15.5
VER-006070,AGT-020,15.5
VER-005483,AGT-030,15.5
VER-007433,AGT-034,15.5
VER-000665,AGT-045,15.5
VER-002837,AGT-036,15.5
VER-009874,AGT-007,15.5
VER-009591,AGT-012,15.5
VER-004023,AGT-004,15.5
VER-005564,AGT-032,15.5
VER-008779,AGT-002,15.5
VER-000676,AGT-019,15.5
VER-003679,AGT-021,15.5
VER-006188,AGT-021,15.5
VER-003510,AGT-029,15.5
VER-008479,AGT-014,15.5
VER-001963,AGT-012,15.5
VER-001841,AGT-035,15.5
VER-007572,AGT-010,15.5
VER-006250,AGT-021,15.5
VER-004227,AGT-009,15.5
VER-006251,AGT-031,15.5
VER-006795,AGT-003,15.5
VER-005398,AGT-030,15.5
VER-002933,AGT-025,15.5
VER-004849,AGT-049,15.5
VER-007227,AGT-005,15.5
VER-006888,AGT-046,15.5
VER-006323,AGT-041,15.5
VER-007810,AGT-019,15.5
VER-000412,AGT-036,15.5
VER-000614,AGT-007,15.5
VER-006160,AGT-021,15.5
VER-006179,AGT-029,15.5
VER-001431,AGT-021,15.5
VER-007909,AGT-044,15.5
VER-009927,AGT-047,15.5
VER-004393,AGT-037,15.5
VER-004449,AGT-020,15.5
VER-006001,AGT-031,15.5
VER-001418,AGT-022,15.5
VER-007421,AGT-018,15.5
VER-000605,AGT-013,15.5
VER-001273,AGT-043,15.5
VER-005853,AGT-003,15.5
VER-007064,AGT-005,15.5
VER-008175,AGT-045,15.5
VER-004374,AGT-032,15.5
VER-000248,AGT-029,15.5
VER-008964,AGT-003,15.5
VER-001983,AGT-033,15.5
VER-009448,AGT-020,15.5
VER-005921,AGT-045,15.5
VER-000200,AGT-024,15.5
VER-007508,AGT-016,15.5
VER-000486,AGT-037,15.5
VER-006740,AGT-044,15.5
VER-004092,AGT-033,15.5
VER-000456,AGT-030,15.5
VER-004520,AGT-045,15.5
VER-009276,AGT-033,15.5
VER-008737,AGT-029,15.5
VER-001722,AGT-034,15.5
VER-006128,AGT-049,15.5
VER-009015,AGT-041,15.5
VER-008589,AGT-030,15.5
VER-002795,AGT-043,15.5
VER-006390,AGT-032,15.5
VER-006443,AGT-032,15.5
VER-009456,AGT-006,15.5
VER-000863,AGT-005,15.5
VER-002095,AGT-015,15.5
VER-000948,AGT-007,15.5
VER-006031,AGT-005,15.5
VER-001445,AGT-021,15.5
VER-001281,AGT-017,15.5
VER-009872,AGT-039,15.5
VER-009759,AGT-008,15.5
VER-004924,AGT-014,15.5
VER-007212,AGT-038,15.5
VER-008041,AGT-038,15.5
VER-004996,AGT-032,15.5
VER-002303,AGT-035,15.5
VER-002005,AGT-009,15.5
VER-004274,AGT-019,15.5
VER-009143,AGT-028,15.5
VER-001006,AGT-048,15.5
VER-003995,AGT-017,15.5
VER-007407,AGT-035,15.5
VER-003376,AGT-028,15.5
VER-005485,AGT-039,15.5
VER-002133,AGT-045,15.5
VER-004723,AGT-017,15.5
VER-007845,AGT-024,15.5
VER-002058,AGT-029,15.5
VER-005054,AGT-048,15.5
VER-000230,AGT-006,15.5
VER-003543,AGT-006,15.5
VER-009543,AGT-010,15.5
VER-009598,AGT-023,15.5
VER-007339,AGT-018,15.5
VER-002996,AGT-046,15.5
VER-005398,AGT-030,15.5
VER-008797,AGT-041,15.5
VER-000210,AGT-002,15.5
VER-004732,AGT-020,15.5
VER-002751,AGT-029,15.5
VER-009728,AGT-047,15.5
VER-004703,AGT-033,15.5
VER-007881,AGT-042,15.5
VER-003469,AGT-016,15.5
VER-006316,AGT-025,15.5
VER-005285,AGT-003,15.5
VER-006459,AGT-025,15.5
VER-001729,AGT-026,15.5
VER-005248,AGT-008,15.5
VER-000338,AGT-038,15.5
VER-009806,AGT-027,15.5
VER-002651,AGT-045,15.5
VER-003563,AGT-049,15.5
VER-008028,AGT-035,15.5
VER-005930,AGT-013,15.5
VER-009746,AGT-040,15.5
VER-001227,AGT-014,15.5
VER-004041,AGT-029,15.5
VER-004784,AGT-004,15.5
VER-002145,AGT-012,15.5
VER-009219,AGT-043,15.5
VER-004619,AGT-026,15.5
VER-002112,AGT-045,15.5
VER-004032,AGT-018,15.5
VER-003419,AGT-020,15.5
VER-004563,AGT-016,15.5
VER-001018,AGT-036,15.5
VER-007614,AGT-017,15.5
VER-003444,AGT-014,15.5
VER-005565,AGT-040,15.5
VER-001929,AGT-020,15.5
VER-000351,AGT-048,15.5
VER-003379,AGT-006,15.5
VER-002202,AGT-050,15.5
VER-004641,AGT-049,15.5
VER-001935,AGT-002,15.5
VER-002971,AGT-014,15.5
VER-007650,AGT-044,15.5
VER-009883,AGT-045,15.5
VER-008545,AGT-017,15.5
VER-006877,AGT-047,15.5
VER-000565,AGT-004,15.5
VER-001583,AGT-003,15.5
VER-004238,AGT-040,15.5
VER-002176,AGT-037,15.5
VER-007218,AGT-042,15.5
VER-002541,AGT-020,15.5
VER-006336,AGT-034,15.5
VER-002708,AGT-027,15.5
VER-001719,AGT-025,15.5
VER-002229,AGT-030,15.5
VER-001116,AGT-042,15.5
VER-006441,AGT-046,15.5
VER-004149,AGT-036,15.5
VER-004090,AGT-013,15.5
VER-009248,AGT-042,15.5
VER-005184,AGT-037,15.5
VER-006391,AGT-033,15.5
VER-008240,AGT-021,15.5
VER-000822,AGT-031,15.5
VER-007507,AGT-033,15.5
VER-002273,AGT-004,15.5
VER-009080,AGT-032,15.5
VER-000082,AGT-014,15.5
VER-001324,AGT-032,15.5
VER-005861,AGT-005,15.5
VER-007672,AGT-016,15.5
VER-001615,AGT-039,15.5
VER-002698,AGT-037,15.5
VER-000832,AGT-005,15.5
VER-004418,AGT-034,15.5
VER-005719,AGT-008,15.5
VER-002421,AGT-027,15.5
VER-004950,AGT-012,15.5
VER-003370,AGT-020,15.5
VER-002834,AGT-050,15.5
VER-003102,AGT-036,15.5
VER-001650,AGT-004,15.5
VER-004519,AGT-023,15.5
VER-007509,AGT-023,15.5
VER-003299,AGT-046,15.5
VER-003144,AGT-015,15.5
VER-007453,AGT-010,15.5
VER-008313,AGT-019,15.5
VER-007636,AGT-025,15.5
VER-003965,AGT-032,15.5
VER-002690,AGT-016,15.5
VER-007926,AGT-037,15.5
VER-008478,AGT-046,15.5
VER-000750,AGT-017,15.5
VER-006975,AGT-049,15.5
VER-002374,AGT-030,15.5
VER-002443,AGT-033,15.5
VER-006429,AGT-027,15.5
VER-006637,AGT-026,15.5
VER-002759,AGT-041,15.5
VER-003007,AGT-037,15.5
VER-008351,AGT-027,15.5
VER-008786,AGT-020,15.5
VER-007059,AGT-017,15.5
VER-008087,AGT-012,15.5
VER-005681,AGT-044,15.5
VER-005154,AGT-025,15.5
VER-006241,AGT-042,15.5
VER-005886,AGT-031,15.5
VER-006712,AGT-029,15.5
VER-007215,AGT-023,15.5
VER-009641,AGT-035,15.5
VER-005392,AGT-020,15.5
VER-001140,AGT-006,15.5
VER-008318,AGT-024,15.5
VER-002232,AGT-017,15.5
VER-002165,AGT-044,15.5
VER-002887,AGT-018,15.5
VER-004773,AGT-027,15.5
VER-008433,AGT-003,15.5
VER-002778,AGT-049,15.5
VER-009014,AGT-002,15.5
VER-003044,AGT-004,15.5
VER-001571,AGT-035,15.5
VER-000173,AGT-045,15.5
VER-007933,AGT-024,15.5
VER-002088,AGT-042,15.5
VER-009264,AGT-030,15.5
VER-008185,AGT-042,15.5
VER-008758,AGT-029,15.5
VER-007029,AGT-044,15.5
VER-005462,AGT-020,15.5
VER-002734,AGT-037,15.5
VER-003280,AGT-038,15.5
VER-001833,AGT-026,15.5
VER-005675,AGT-023,15.5
VER-005266,AGT-007,15.5
VER-009593,AGT-012,15.5
VER-009367,AGT-024,15.5
VER-007096,AGT-002,15.5
VER-004442,AGT-018,15.5
VER-005614,AGT-039,15.5
VER-000835,AGT-017,15.5
VER-002487,AGT-036,15.5
VER-007560,AGT-002,15.5
VER-004771,AGT-006,15.5
VER-005031,AGT-015,15.5
VER-009224,AGT-002,15.5
VER-004561,AGT-008,15.5
VER-004975,AGT-045,15.5
VER-000820,AGT-034,15.5
VER-000066,AGT-002,15.5
VER-004257,AGT-020,15.5
VER-006232,AGT-037,15.5
VER-002025,AGT-026,15.5
VER-004739,AGT-003,15.5
VER-000355,AGT-049,15.5
VER-005851,AGT-040,15.5
VER-009216,AGT-031,15.5
VER-008263,AGT-034,15.5
VER-001809,AGT-010,15.5
VER-007473,AGT-010,15.5
VER-004048,AGT-023,15.5
VER-004569,AGT-009,15.5
VER-008526,AGT-003,15.5
VER-006685,AGT-026,15.5
VER-008267,AGT-006,15.5
VER-000473,AGT-025,15.5
VER-007357,AGT-018,15.5
VER-003083,AGT-036,15.5
VER-005838,AGT-049,15.5
VER-006862,AGT-048,15.5
VER-003062,AGT-013,15.5
VER-003380,AGT-009,15.5
VER-000869,AGT-017,15.5
VER-004696,AGT-022,15.5
VER-008070,AGT-003,15.5
VER-001507,AGT-035,15.5
VER-005730,AGT-039,15.5
VER-008328,AGT-028,15.5
VER-007403,AGT-047,15.5
VER-009417,AGT-004,15.5
VER-002771,AGT-021,15.5
VER-009802,AGT-046,15.5
VER-009743,AGT-012,15.5
VER-005831,AGT-015,15.5
VER-004360,AGT-044,15.5
VER-001076,AGT-017,15.5
VER-008548,AGT-006,15.5
VER-004420,AGT-032,15.5
VER-007486,AGT-019,15.5
VER-006404,AGT-021,15.5
VER-009938,AGT-008,15.5
VER-005279,AGT-012,15.5
VER-004594,AGT-039,15.5
VER-009393,AGT-020,15.5
VER-006544,AGT-006,15.5
VER-007931,AGT-001,15.5
VER-000074,AGT-034,15.5
VER-005289,AGT-031,15.5
VER-004377,AGT-030,15.5
VER-009944,AGT-042,15.5
VER-008615,AGT-048,15.5
VER-004864,AGT-033,15.5
VER-001102,AGT-041,15.5
VER-008140,AGT-003,15.5
VER-007866,AGT-021,15.5
VER-000314,AGT-002,15.5
VER-003335,AGT-044,15.5
VER-008319,AGT-011,15.5
VER-000119,AGT-009,15.5
VER-002023,AGT-006,15.5
VER-007466,AGT-014,15.5
VER-003133,AGT-050,15.5
VER-002035,AGT-013,15.5
VER-009919,AGT-048,15.5
VER-002857,AGT-034,15.5
VER-009101,AGT-008,15.5
VER-004229,AGT-011,15.5
VER-001220,AGT-008,15.5
VER-007007,AGT-036,15.5
VER-004609,AGT-003,15.5
VER-005124,AGT-018,15.5
VER-009320,AGT-005,15.5
VER-002511,AGT-022,15.5
VER-005310,AGT-032,15.5
VER-006168,AGT-047,15.5
VER-004566,AGT-010,15.5
VER-004979,AGT-041,15.5
VER-007079,AGT-003,15.5
VER-007638,AGT-026,15.5
VER-003934,AGT-025,15.5
VER-000178,AGT-044,15.5
VER-001644,AGT-046,15.5
VER-009760,AGT-037,15.5
VER-003468,AGT-041,15.5
VER-008304,AGT-024,15.5
VER-001375,AGT-036,15.5
VER-001721,AGT-011,15.5
VER-005696,AGT-012,15.5
VER-004443,AGT-004,15.5
VER-002265,AGT-013,15.5
VER-000088,AGT-018,15.5
VER-008456,AGT-009,15.5
VER-006283,AGT-032,15.5
VER-009125,AGT-033,15.5
VER-000404,AGT-042,15.5
VER-003800,AGT-032,15.5
VER-009940,AGT-027,15.5
VER-006734,AGT-049,15.5
VER-007579,AGT-045,15.5
VER-007256,AGT-041,15.5
VER-002457,AGT-014,15.5
VER-009488,AGT-046,15.5
VER-002215,AGT-001,15.5
VER-001028,AGT-006,15.5
VER-006566,AGT-037,15.5
VER-001422,AGT-026,15.5
VER-002437,AGT-005,15.5
VER-007627,AGT-013,15.5
VER-006965,AGT-027,15.5
VER-009546,AGT-035,15.5
VER-001279,AGT-049,15.5
VER-005181,AGT-026,15.5
VER-002761,AGT-009,15.5
VER-006635,AGT-004,15.5
VER-005624,AGT-017,15.5
VER-007646,AGT-033,15.5
VER-001979,AGT-033,15.5
VER-001062,AGT-050,15.5
VER-001426,AGT-023,15.5
VER-005028,AGT-039,15.5
VER-007745,AGT-018,15.5
VER-005080,AGT-029,15.5
VER-001503,AGT-040,15.5
VER-006424,AGT-047,15.5
VER-008999,AGT-026,15.5
VER-008405,AGT-012,15.5
VER-003974,AGT-034,15.5
VER-009016,AGT-044,15.5
VER-005457,AGT-034,15.5
VER-000679,AGT-027,15.5
VER-002578,AGT-027,15.5
VER-003488,AGT-009,15.5
VER-003099,AGT-020,15.5
VER-006525,AGT-028,15.5
VER-008543,AGT-007,15.5
VER-009076,AGT-019,15.5
VER-008248,AGT-045,15.5
VER-000103,AGT-001,15.5
VER-000958,AGT-035,15.5
VER-000219,AGT-028,15.5
VER-008642,AGT-035,15.5
VER-006308,AGT-002,15.5
VER-007943,AGT-029,15.5
VER-008675,AGT-005,15.5
VER-002689,AGT-007,15.5
VER-009193,AGT-001,15.5
VER-006648,AGT-036,15.5
VER-007991,AGT-001,15.5
VER-008512,AGT-010,15.5
VER-008840,AGT-023,15.5
VER-007720,AGT-023,15.5
VER-008535,AGT-041,15.5
VER-000419,AGT-014,15.5
VER-005366,AGT-022,15.5
VER-006960,AGT-050,15.5
VER-003674,AGT-001,15.5
VER-001948,AGT-031,15.5
VER-002319,AGT-008,15.5
VER-002300,AGT-049,15.5
VER-005023,AGT-009,15.5
VER-006420,AGT-015,15.5
VER-000209,AGT-039,15.5
VER-005937,AGT-049,15.5
VER-001489,AGT-017,15.5
VER-007770,AGT-029,15.5
VER-000529,AGT-020,15.5
VER-001234,AGT-046,15.5
VER-000780,AGT-026,15.5
VER-000723,AGT-031,15.5
VER-006998,AGT-033,15.5
VER-003648,AGT-002,15.5
VER-001861,AGT-013,15.5
VER-008855,AGT-032,15.5
VER-001959,AGT-022,15.5
VER-006389,AGT-025,15.5
VER-007260,AGT-032,15.5
VER-001993,AGT-050,15.5
VER-002333,AGT-044,15.5
VER-005698,AGT-043,15.5
VER-008017,AGT-044,15.5
VER-006238,AGT-013,15.5
VER-007552,AGT-041,15.5
VER-004545,AGT-023,15.5
VER-002472,AGT-024,15.5
VER-008219,AGT-029,15.5
VER-007872,AGT-032,15.5
VER-005144,AGT-030,15.5
VER-005211,AGT-023,15.5
VER-001397,AGT-035,15.5
VER-001490,AGT-045,15.5
VER-004062,AGT-009,15.5
VER-002885,AGT-041,15.5
VER-009110,AGT-015,15.5
VER-001043,AGT-019,15.5
VER-005381,AGT-046,15.5
VER-004049,AGT-024,15.5
VER-008038,AGT-014,15.5
VER-000258,AGT-007,15.5
VER-007852,AGT-038,15.5
VER-008069,AGT-037,15.5
VER-009050,AGT-039,15.5
VER-008409,AGT-010,15.5
VER-002836,AGT-049,15.5
VER-005533,AGT-017,15.5
VER-002090,AGT-003,15.5
VER-000703,AGT-044,15.5
VER-007601,AGT-018,15.5
VER-000504,AGT-036,15.5
VER-005557,AGT-035,15.5
VER-009263,AGT-023,15.5
VER-001346,AGT-033,15.5
VER-006245,AGT-019,15.5
VER-006483,AGT-029,15.5
VER-002249,AGT-014,15.5
VER-005528,AGT-025,15.5
VER-007278,AGT-014,15.5
VER-000373,AGT-021,15.5
VER-008871,AGT-001,15.5
VER-004114,AGT-041,15.5
VER-002007,AGT-031,15.5
VER-005121,AGT-028,15.5
VER-006951,AGT-027,15.5
VER-004711,AGT-019,15.5
VER-007375,AGT-007,15.5
VER-008068,AGT-036,15.5
VER-006729,AGT-031,15.5
VER-002103,AGT-023,15.5
VER-000998,AGT-045,15.5
VER-008597,AGT-020,15.5
VER-004303,AGT-050,15.5
VER-001177,AGT-029,15.5
VER-000552,AGT-050,15.5
VER-000745,AGT-028,15.5
VER-006178,AGT-037,15.5
VER-003785,AGT-048,15.5
VER-005768,AGT-004,15.5
VER-003890,AGT-033,15.5
VER-004177,AGT-017,15.5
VER-005724,AGT-024,15.5
VER-007591,AGT-004,15.5
VER-008308,AGT-024,15.5
VER-008277,AGT-042,15.5
VER-009740,AGT-011,15.5
VER-004396,AGT-042,15.5
VER-005951,AGT-017,15.5
VER-006052,AGT-003,15.5
VER-005527,AGT-013,15.5
VER-004078,AGT-023,15.5
VER-000694,AGT-001,15.5
VER-002534,AGT-030,15.5
VER-008261,AGT-044,15.5
VER-000983,AGT-047,15.5
VER-003435,AGT-009,15.5
VER-000080,AGT-015,15.5
VER-004514,AGT-004,15.5
VER-003942,AGT-005,15.5
VER-007200,AGT-029,15.5
VER-002267,AGT-041,15.5
VER-007416,AGT-034,15.5
VER-009727,AGT-021,15.5
VER-005501,AGT-022,15.5
VER-000262,AGT-039,15.5
VER-002143,AGT-029,15.5
VER-006999,AGT-024,15.5
VER-002269,AGT-004,15.5
VER-000446,AGT-045,15.5
VER-005690,AGT-033,15.5
VER-006074,AGT-013,15.5
VER-009912,AGT-027,15.5
VER-007924,AGT-019,15.5
VER-005915,AGT-013,15.5
VER-006009,AGT-039,15.5
VER-001702,AGT-014,15.5
VER-003329,AGT-019,15.5
VER-002527,AGT-005,15.5
VER-008659,AGT-002,15.5
VER-007234,AGT-048,15.5
VER-000069,AGT-004,15.5
VER-001169,AGT-047,15.5
VER-000049,AGT-009,15.5
VER-001054,AGT-037,15.5
VER-000085,AGT-021,15.5
VER-003150,AGT-044,15.5
VER-000881,AGT-047,15.5
VER-002652,AGT-012,15.5
VER-007175,AGT-017,15.5
VER-002440,AGT-035,15.5
VER-008366,AGT-009,15.5
VER-006066,AGT-006,15.5
VER-001468,AGT-021,15.5
VER-007247,AGT-027,15.5
VER-004162,AGT-043,15.5
VER-002442,AGT-034,15.5
VER-005228,AGT-013,15.5
VER-000231,AGT-032,15.5
VER-001321,AGT-029,15.5
VER-000042,AGT-009,15.5
VER-003040,AGT-045,15.5
VER-000778,AGT-011,15.5
VER-009404,AGT-018,15.5
VER-002373,AGT-036,15.5
VER-001730,AGT-018,15.5
VER-009876,AGT-042,15.5
VER-000580,AGT-035,15.5
VER-004399,AGT-024,15.5
VER-006844,AGT-032,15.5
VER-003079,AGT-049,15.5
VER-007324,AGT-022,15.5
VER-003738,AGT-005,15.5
VER-002868,AGT-025,15.5
VER-001492,AGT-034,15.5
VER-008290,AGT-018,15.5
VER-006224,AGT-032,15.5
VER-000062,AGT-036,15.5
VER-008677,AGT-026,15.5
VER-009885,AGT-036,15.5
VER-007249,AGT-050,15.5
VER-000403,AGT-029,15.5
VER-000333,AGT-022,15.5
VER-002085,AGT-036,15.5
VER-003058,AGT-005,15.5
VER-007355,AGT-049,15.5
VER-009865,AGT-016,15.5
VER-005771,AGT-027,15.5
VER-000165,AGT-036,15.5
VER-004708,AGT-023,15.5
VER-002716,AGT-002,15.5
VER-009376,AGT-035,15.5
VER-009277,AGT-039,15.5
VER-006413,AGT-017,15.5
VER-003318,AGT-020,15.5
VER-007448,AGT-026,15.5
VER-002756,AGT-042,15.5
VER-006051,AGT-048,15.5
VER-007802,AGT-013,15.5
VER-001335,AGT-007,15.5
VER-007986,AGT-015,15.5
VER-002865,AGT-025,15.5
VER-001660,AGT-013,15.5
VER-008033,AGT-013,15.5
VER-000754,AGT-013,15.5
VER-003065,AGT-030,15.5
VER-007303,AGT-034,15.5
VER-007749,AGT-007,15.5
VER-009493,AGT-035,15.5
VER-000707,AGT-047,15.5
VER-002974,AGT-011,15.5
VER-003613,AGT-025,15.5
VER-008137,AGT-044,15.5
VER-008987,AGT-031,15.5
VER-009029,AGT-043,15.5
VER-007753,AGT-006,15.5
VER-006392,AGT-045,15.5
VER-003152,AGT-037,15.5
VER-004188,AGT-024,15.5
VER-001521,AGT-017,15.5
VER-009439,AGT-043,15.5
VER-001835,AGT-050,15.5
VER-004404,AGT-048,15.5
VER-007821,AGT-002,15.5
VER-004415,AGT-036,15.5
VER-005083,AGT-026,15.5
VER-007268,AGT-044,15.5
VER-008044,AGT-007,15.5
VER-007690,AGT-026,15.5
VER-008024,AGT-009,15.5
VER-003773,AGT-023,15.5
VER-005988,AGT-047,15.5
VER-002263,AGT-013,15.5
VER-002247,AGT-031,15.5
VER-000836,AGT-048,15.5
VER-008811,AGT-035,15.5
VER-009114,AGT-043,15.5
VER-000433,AGT-042,15.5
VER-009446,AGT-024,15.5
VER-001174,AGT-029,15.5
VER-008724,AGT-026,15.5
VER-005363,AGT-025,15.5
VER-003681,AGT-031,15.5
VER-008146,AGT-049,15.5
VER-005442,AGT-015,15.5
VER-001194,AGT-040,15.5
VER-007683,AGT-014,15.5
VER-002907,AGT-013,15.5
VER-008731,AGT-037,15.5
VER-003466,AGT-046,15.5
VER-009790,AGT-046,15.5
VER-003239,AGT-035,15.5
VER-008511,AGT-013,15.5
VER-007372,AGT-007,15.5
VER-007106,AGT-005,15.5
VER-006735,AGT-034,15.5
VER-006488,AGT-048,15.5
VER-002730,AGT-050,15.5
VER-006117,AGT-021,15.5
VER-004157,AGT-028,15.5
VER-000434,AGT-006,15.5
VER-006085,AGT-009,15.5
VER-009454,AGT-003,15.5
VER-007753,AGT-006,15.5
VER-009552,AGT-014,15.5
VER-000105,AGT-008,15.5
VER-007144,AGT-036,15.5
VER-001657,AGT-046,15.5
VER-007539,AGT-007,15.5
VER-001534,AGT-037,15.5
VER-002987,AGT-026,15.5
VER-005191,AGT-016,15.5
VER-001333,AGT-032,15.5
VER-005999,AGT-045,15.5
VER-009497,AGT-022,15.5
VER-009476,AGT-032,15.5
VER-001444,AGT-022,15.5
VER-003556,AGT-035,15.5
VER-000215,AGT-017,15.5
VER-003353,AGT-034,15.5
VER-007846,AGT-023,15.5
VER-000848,AGT-038,15.5
VER-002911,AGT-021,15.5
VER-004983,AGT-017,15.5
VER-008317,AGT-030,15.5
VER-001420,AGT-046,15.5
VER-003943,AGT-009,15.5
VER-008895,AGT-029,15.5
VER-000182,AGT-028,15.5
VER-009177,AGT-042,15.5
VER-009413,AGT-037,15.5
VER-002447,AGT-048,15.5
VER-005911,AGT-047,15.5
VER-003529,AGT-024,15.5
VER-006301,AGT-045,15.5
VER-004223,AGT-013,15.5
VER-003729,AGT-035,15.5
VER-008491,AGT-013,15.5
VER-003173,AGT-033,15.5
VER-001224,AGT-031,15.5
VER-005428,AGT-047,15.5
VER-000071,AGT-018,15.5
VER-000545,AGT-044,15.5
VER-001205,AGT-013,15.5
VER-005667,AGT-017,15.5
VER-004337,AGT-011,15.5
VER-009567,AGT-050,15.5
VER-003147,AGT-021,15.5
VER-002638,AGT-035,15.5
VER-005197,AGT-030,15.5
VER-009241,AGT-009,15.5
VER-008745,AGT-033,15.5
VER-004746,AGT-024,15.5
VER-001987,AGT-039,15.5
VER-009153,AGT-012,15.5
VER-005875,AGT-028,15.5
VER-000878,AGT-043,15.5
VER-008614,AGT-026,15.5
VER-000197,AGT-033,15.5
VER-002283,AGT-045,15.5
VER-003384,AGT-023,15.5
VER-004047,AGT-017,15.5
VER-006968,AGT-031,15.5
VER-002998,AGT-045,15.5
VER-002572,AGT-050,15.5
VER-004340,AGT-044,15.5
VER-009196,AGT-029,15.5
VER-009062,AGT-043,15.5
VER-009840,AGT-011,15.5
VER-006825,AGT-048,15.5
VER-005313,AGT-035,15.5
VER-005929,AGT-027,15.5
VER-007783,AGT-014,15.5
VER-003709,AGT-032,15.5
VER-002869,AGT-050,15.5
VER-002719,AGT-038,15.5
VER-009091,AGT-037,15.5
VER-006625,AGT-048,15.5
VER-009458,AGT-033,15.5
VER-003520,AGT-028,15.5
VER-000189,AGT-041,15.5
VER-007631,AGT-028,15.5
VER-008170,AGT-014,15.5
VER-002683,AGT-009,15.5
VER-004899,AGT-002,15.5
VER-002509,AGT-044,15.5
VER-003853,AGT-006,15.5
VER-007792,AGT-010,15.5
VER-000219,AGT-028,15.5
VER-005334,AGT-011,15.5
VER-005800,AGT-012,15.5
VER-007140,AGT-014,15.5
VER-002544,AGT-030,15.5
VER-009645,AGT-018,15.5
VER-001245,AGT-047,15.5
VER-000421,AGT-023,15.5
VER-007660,AGT-036,15.5
VER-008889,AGT-021,15.5
VER-002059,AGT-015,15.5
VER-008913,AGT-047,15.5
VER-007137,AGT-025,15.5
VER-004148,AGT-007,15.5
VER-005000,AGT-023,15.5
VER-001167,AGT-013,15.5
VER-000255,AGT-019,15.5
VER-006519,AGT-026,15.5
VER-000416,AGT-008,15.5
VER-007183,AGT-011,15.5
VER-009640,AGT-042,15.5
VER-005618,AGT-045,15.5
VER-009639,AGT-022,15.5
VER-000760,AGT-035,15.5
VER-001386,AGT-003,15.5
VER-000655,AGT-050,15.5
VER-001202,AGT-043,15.5
VER-002414,AGT-024,15.5
VER-008966,AGT-042,15.5
VER-004312,AGT-006,15.5
VER-005590,AGT-045,15.5
VER-003402,AGT-015,15.5
VER-008695,AGT-016,15.5
VER-004688,AGT-028,15.5
VER-003747,AGT-049,15.5
VER-003045,AGT-020,15.5
VER-002831,AGT-009,15.5
VER-003647,AGT-010,15.5
VER-000329,AGT-017,15.5
VER-008532,AGT-045,15.5
VER-009200,AGT-041,15.5
VER-005212,AGT-018,15.5
VER-006474,AGT-035,15.5
VER-002064,AGT-030,15.5
VER-007289,AGT-021,15.5
VER-004481,AGT-023,15.5
VER-003034,AGT-033,15.5
VER-008810,AGT-010,15.5
VER-004081,AGT-033,15.5
VER-006439,AGT-028,15.5
